CoQ code,Series,Register status,Date of issue,Supersedes,Plan no.,Batch (cultivation),P lot,Strain,Harvest,Packaging,Manuf. date (template),Pack. date (template),iCoA code,iCoA issued,iCoA tested / sampled,Retest campaign,Total THC (%),THC certificate,Grade,Potency window,Product code,Specification code,Specification status,Phenotype,Chemotype,Processing,Dominance,Packaging (spec.),Latest external certificate,#1 result,#1 document,#1 issued,#1 laboratory,#2 result,#2 document,#2 issued,#2 laboratory,#3 result,#3 document,#3 issued,#3 laboratory,#4 result,#4 document,#4 issued,#4 laboratory,#5 result,#5 document,#5 issued,#5 laboratory,#6 result,#6 document,#6 issued,#6 laboratory,#7 result,#7 document,#7 issued,#7 laboratory,#8 result,#8 document,#8 issued,#8 laboratory,#9.1 result,#9.1 document,#9.1 issued,#9.1 laboratory,#9.2 result,#9.2 document,#9.2 issued,#9.2 laboratory,#9.3 result,#9.3 document,#9.3 issued,#9.3 laboratory,#9.4 result,#9.4 document,#9.4 issued,#9.4 laboratory,#9.5 result,#9.5 document,#9.5 issued,#9.5 laboratory,#9.6 result,#9.6 document,#9.6 issued,#9.6 laboratory,#9.7 result,#9.7 document,#9.7 issued,#9.7 laboratory,#10.1 result,#10.1 document,#10.1 issued,#10.1 laboratory,#10.2 result,#10.2 document,#10.2 issued,#10.2 laboratory,#10.3 result,#10.3 document,#10.3 issued,#10.3 laboratory,#11.1 result,#11.1 document,#11.1 issued,#11.1 laboratory,#11.2 result,#11.2 document,#11.2 issued,#11.2 laboratory,#11.3 result,#11.3 document,#11.3 issued,#11.3 laboratory,#11.4 result,#11.4 document,#11.4 issued,#11.4 laboratory,#12 result,#12 document,#12 issued,#12 laboratory
CoQ-PP_26-149,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-026 of 06.06.2026,(assigned on issue),GP062501,P050202,Grape Pie,15.09.2025 – 17.09.2025,30.10.2025 – 07.11.2025,—,—,iCoA-PP_26-167,24.08.2026,20.08.2026,Tranche 3,25.97,227-18-К/26,II,22.00 – 25.99 %,GP_THC24 : CBD1,QCSP_001_GP-II_v.01,"for review — replaces the issued QCSP_001_GP-II_v.01 (was GP_THC26 : CBD1, 25.40 – 26.60 %); now GP_THC24 : CBD1 22.00 – 25.99 %",HYBRID,THC,MACHINE TRIMMED,INDICA-DOMINANT,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",11.09.2026,Conforms | Одговара,iCoA-PP_26-167,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-167,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-18-К/26,11.09.2026,Farmahem,25.97,227-18-К/26,11.09.2026,Farmahem,< LOQ,227-18-К/26,11.09.2026,Farmahem,< LOQ,227-18-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-167,24.08.2026,Purely Plant GmbH (in-house),"8.19 (avg of 4 weighings 51-1,51-2,52-1,52-2)",iCoA-PP_26-025,03.06.2026,Purely Plant GmbH (in-house),< 10,557/1088/26,01.09.2026,IPH — Institute of Public Health,< 10,557/1088/26,01.09.2026,IPH — Institute of Public Health,< 10,557/1088/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,557/1088/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,557/1088/26,01.09.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,awaiting the Farmahem mycotoxin certificate,—,—,—,< 2,4762/2025,08.10.2025,IPH — Institute of Public Health,awaiting the Farmahem mycotoxin certificate,—,—,—,0.077,4762/2025,08.10.2025,IPH — Institute of Public Health,0.014,4762/2025,08.10.2025,IPH — Institute of Public Health,0.024,4762/2025,08.10.2025,IPH — Institute of Public Health,0.011,4762/2025,08.10.2025,IPH — Institute of Public Health,ND,4762/2025,08.10.2025,IPH — Institute of Public Health
CoQ-PP_26-150,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-033 of 06.06.2026,(assigned on issue),GP072501-1,P050292,Grape Pie,11.11.2025 – 13.11.2025,15.12.2025 – 21.12.2025,—,—,iCoA-PP_26-168,24.08.2026,20.08.2026,Tranche 3,26.54,227-17-К/26,I,26.00 – 29.99 %,GP_THC28 : CBD1,QCSP_001_GP-I_v.01,"for review — replaces the issued QCSP_001_GP-I_v.01 (was GP_THC28 : CBD1, 26.61 – 29.39 %); now GP_THC28 : CBD1 26.00 – 29.99 %",HYBRID,THC,MACHINE TRIMMED,INDICA-DOMINANT,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",16.09.2026,Conforms | Одговара,iCoA-PP_26-168,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-168,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-17-К/26,11.09.2026,Farmahem,26.54,227-17-К/26,11.09.2026,Farmahem,< LOQ,227-17-К/26,11.09.2026,Farmahem,< LOQ,227-17-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-168,24.08.2026,Purely Plant GmbH (in-house),6.62,ППК25378,12.12.2025,UKIM Faculty of Pharmacy — Center for Natural Products,< 10,553/1084/26,01.09.2026,IPH — Institute of Public Health,< 10,553/1084/26,01.09.2026,IPH — Institute of Public Health,< 10,553/1084/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,553/1084/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,553/1084/26,01.09.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-17-М/26,16.09.2026,Farmahem,ND,227-17-М/26,16.09.2026,Farmahem,ND,227-17-М/26,16.09.2026,Farmahem,0.028,5886/2025,12.12.2025,IPH — Institute of Public Health,0.003,5886/2025,12.12.2025,IPH — Institute of Public Health,0.03,5886/2025,12.12.2025,IPH — Institute of Public Health,0.025,5886/2025,12.12.2025,IPH — Institute of Public Health,ND,5886/2025,12.12.2025,IPH — Institute of Public Health
CoQ-PP_26-151,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-016 of 06.06.2026,(assigned on issue),GP0824_01,P050102,Grape Pie,20.03.2025 – 21.03.2025,05.08.2025 – 07.08.2025,—,—,iCoA-PP_26-156,24.08.2026,19.08.2026,Tranche 3,28.68,227-2-К/26,I,26.00 – 29.99 %,GP_THC28 : CBD1,QCSP_001_GP-I_v.01,"for review — replaces the issued QCSP_001_GP-I_v.01 (was GP_THC28 : CBD1, 26.61 – 29.39 %); now GP_THC28 : CBD1 26.00 – 29.99 %",HYBRID,THC,MACHINE TRIMMED,INDICA-DOMINANT,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",16.09.2026,Conforms | Одговара,iCoA-PP_26-156,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-156,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-2-К/26,11.09.2026,Farmahem,28.68,227-2-К/26,11.09.2026,Farmahem,< LOQ,227-2-К/26,11.09.2026,Farmahem,0.25,227-2-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-156,24.08.2026,Purely Plant GmbH (in-house),6.73,ППК25105,17.04.2025,UKIM Faculty of Pharmacy — Center for Natural Products,< 10,562/1093/26,01.09.2026,IPH — Institute of Public Health,50,562/1093/26,01.09.2026,IPH — Institute of Public Health,< 10,562/1093/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,562/1093/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,562/1093/26,01.09.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-2-М/26,16.09.2026,Farmahem,ND,227-2-М/26,16.09.2026,Farmahem,ND,227-2-М/26,16.09.2026,Farmahem,0.026,1767/2025,11.04.2025,IPH — Institute of Public Health,0.005,1767/2025,11.04.2025,IPH — Institute of Public Health,0.015,1767/2025,11.04.2025,IPH — Institute of Public Health,0.005,1767/2025,11.04.2025,IPH — Institute of Public Health,ND,1767/2025,11.04.2025,IPH — Institute of Public Health
CoQ-PP_26-152,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-050 of 06.06.2026,(assigned on issue),GRC102501/1,P060142,Grapes And Cream,09.01.2026,23.02.2026,—,23.02.2026,iCoA-PP_26-169,24.08.2026,20.08.2026,Tranche 3,7.50,227-16-К/26,III,7.20 – 8.79 %,GRC_THC8 : CBD1,QCSP_001_GRC-III_v.01,"for review — replaces the issued QCSP_001_GRC-III_v.01 (was GRC_THC17.5:CBD1, 17.50% ± 2.50%); now GRC_THC8 : CBD1 7.20 – 8.79 %",HYBRID,THC,MACHINE TRIMMED,TO BE DETERMINED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",11.09.2026,Conforms | Одговара,iCoA-PP_26-169,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-169,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-16-К/26,11.09.2026,Farmahem,7.50,227-16-К/26,11.09.2026,Farmahem,< LOQ,227-16-К/26,11.09.2026,Farmahem,< LOQ,227-16-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-169,24.08.2026,Purely Plant GmbH (in-house),carried from the initial testing — not tested,—,—,—,10,550/1081/26,01.09.2026,IPH — Institute of Public Health,< 10,550/1081/26,01.09.2026,IPH — Institute of Public Health,< 10,550/1081/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,550/1081/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,550/1081/26,01.09.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-16-М/26,16.09.2026,Farmahem,ND,227-16-М/26,16.09.2026,Farmahem,ND,227-16-М/26,16.09.2026,Farmahem,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—
CoQ-PP_26-153,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-056 of 06.06.2026,(assigned on issue),J31112501,— no P lot assigned —,Jokerz 31,26.01.2026,17.04.2026,—,—,iCoA-PP_26-170,24.08.2026,20.08.2026,Tranche 3,23.85,227-14-К/26,II,19.80 – 24.19 %,J31_THC22 : CBD1,QCSP_001_J31-II_v.01,"for review — replaces the issued QCSP_001_J31-II_v.01 (was J31_THC18 : CBD1, 16.20 – 19.80 %); now J31_THC22 : CBD1 19.80 – 24.19 %",HYBRID,THC,MACHINE TRIMMED,INDICA 70 : SATIVA 30,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",11.09.2026,Conforms | Одговара,iCoA-PP_26-170,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-170,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-14-К/26,11.09.2026,Farmahem,23.85,227-14-К/26,11.09.2026,Farmahem,< LOQ,227-14-К/26,11.09.2026,Farmahem,< LOQ,227-14-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-170,24.08.2026,Purely Plant GmbH (in-house),8.4,051-5-ГС/26,02.03.2026,Farmahem,"4,4 × 10²",547/1078/26,31.08.2026,IPH — Institute of Public Health,"8,6 × 10²",547/1078/26,31.08.2026,IPH — Institute of Public Health,< 10² and > 10,547/1078/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,547/1078/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,547/1078/26,31.08.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-14-М/26,16.09.2026,Farmahem,ND,227-14-М/26,16.09.2026,Farmahem,ND,227-14-М/26,16.09.2026,Farmahem,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—
CoQ-PP_26-154,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-062 of 06.06.2026,(assigned on issue),J31122501,— no P lot assigned —,Jokerz 31,04.03.2026,14.05.2026,—,—,iCoA-PP_26-171,24.08.2026,20.08.2026,Tranche 3,24.48,227-13-К/26,I,24.20 – 27.79 %,J31_THC26 : CBD1,QCSP_001_J31-I_v.01,"for review — replaces the issued QCSP_001_J31-I_v.01 (was J31_THC27:CBD1, 27.00% ± 3.25%); now J31_THC26 : CBD1 24.20 – 27.79 %",HYBRID,THC,MACHINE TRIMMED,INDICA 70 : SATIVA 30,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",16.09.2026,Conforms | Одговара,iCoA-PP_26-171,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-171,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-13-К/26,11.09.2026,Farmahem,24.48,227-13-К/26,11.09.2026,Farmahem,< LOQ,227-13-К/26,11.09.2026,Farmahem,< LOQ,227-13-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-171,24.08.2026,Purely Plant GmbH (in-house),10.3,100-2-ГС/26,09.04.2026,Farmahem,1 × 10³,544/1075/26,31.08.2026,IPH — Institute of Public Health,"1,7 × 10²",544/1075/26,31.08.2026,IPH — Institute of Public Health,< 10³ and > 10²,544/1075/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,544/1075/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,544/1075/26,31.08.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-13-М/26,16.09.2026,Farmahem,ND,227-13-М/26,16.09.2026,Farmahem,ND,227-13-М/26,16.09.2026,Farmahem,ND,1628/2026,23.04.2026,IPH — Institute of Public Health,ND,1628/2026,23.04.2026,IPH — Institute of Public Health,ND,1628/2026,23.04.2026,IPH — Institute of Public Health,ND,1628/2026,23.04.2026,IPH — Institute of Public Health,ND,1628/2026,23.04.2026,IPH — Institute of Public Health
CoQ-PP_26-155,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-067 of 06.06.2026,(assigned on issue),JD012601,— no P lot assigned —,Jelly Donuts,27.03.2026,21.05.2026,—,—,iCoA-PP_26-172,24.08.2026,20.08.2026,Tranche 3,19.99,227-15-К/26,I,19.80 – 24.19 %,JD_THC22 : CBD1,QCSP_001_JD-I_v.01,"for review — replaces the issued QCSP_001_JD-I_v.01 (was JD_THC20 : CBD1, 18.00 – 22.00 %); now JD_THC22 : CBD1 19.80 – 24.19 %",HYBRID,THC,MACHINE TRIMMED,SATIVA 60 : INDICA 40,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",16.09.2026,Conforms | Одговара,iCoA-PP_26-172,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-172,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-15-К/26,11.09.2026,Farmahem,19.99,227-15-К/26,11.09.2026,Farmahem,< LOQ,227-15-К/26,11.09.2026,Farmahem,< LOQ,227-15-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-172,24.08.2026,Purely Plant GmbH (in-house),6.68,ППК26064,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,"2,2 × 10³",540/1071/26,31.08.2026,IPH — Institute of Public Health,"1,7 × 10³",540/1071/26,31.08.2026,IPH — Institute of Public Health,< 10,540/1071/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,540/1071/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,540/1071/26,31.08.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-15-М/26,16.09.2026,Farmahem,ND,227-15-М/26,16.09.2026,Farmahem,ND,227-15-М/26,16.09.2026,Farmahem,0.0739,2363/2026,30.04.2026,IPH — Institute of Public Health,0.0166,2363/2026,30.04.2026,IPH — Institute of Public Health,0.0136,2363/2026,30.04.2026,IPH — Institute of Public Health,0.0322,2363/2026,30.04.2026,IPH — Institute of Public Health,ND,2363/2026,30.04.2026,IPH — Institute of Public Health
CoQ-PP_26-156,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-009 of 06.06.2026,(assigned on issue),MB0824_04,P050032,Motor Breath,02.04.2025 – 03.04.2025,16.06.2025 – 19.06.2025,—,—,iCoA-PP_26-173,24.08.2026,20.08.2026,Tranche 3,17.57,227-12-К/26,I,16.20 – 19.79 %,MB_THC18 : CBD1,QCSP_001_MB-I_v.01,"for review — replaces the issued QCSP_001_MB-I_v.01 (was MB_THC18 : CBD1, 16.20 – 19.80 %); now MB_THC18 : CBD1 16.20 – 19.79 %",HYBRID,THC,MACHINE TRIMMED,INDICA-DOMINANT,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",16.09.2026,Conforms | Одговара,iCoA-PP_26-173,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-173,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-12-К/26,11.09.2026,Farmahem,17.57,227-12-К/26,11.09.2026,Farmahem,< LOQ,227-12-К/26,11.09.2026,Farmahem,< LOQ,227-12-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-173,24.08.2026,Purely Plant GmbH (in-house),6.01,ППК25118,06.05.2025,UKIM Faculty of Pharmacy — Center for Natural Products,< 10,563/1094/26,01.09.2026,IPH — Institute of Public Health,< 10,563/1094/26,01.09.2026,IPH — Institute of Public Health,< 10,563/1094/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,563/1094/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,563/1094/26,01.09.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-12-М/26,16.09.2026,Farmahem,ND,227-12-М/26,16.09.2026,Farmahem,ND,227-12-М/26,16.09.2026,Farmahem,0.031,2157/2025,07.05.2025,IPH — Institute of Public Health,0.005,2157/2025,07.05.2025,IPH — Institute of Public Health,0.011,2157/2025,07.05.2025,IPH — Institute of Public Health,ND,2157/2025,07.05.2025,IPH — Institute of Public Health,ND,2157/2025,07.05.2025,IPH — Institute of Public Health
CoQ-PP_26-157,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-019 of 06.06.2026,(assigned on issue),OPM052501,P050132,Orange Punch Mimosa,11.08.2025 – 13.08.2025,09.09.2025 – 15.09.2025,—,—,iCoA-PP_26-174,24.08.2026,20.08.2026,Tranche 3,17.83,227-11-К/26,II,15.40 – 18.59 %,OPM_THC17 : CBD1,QCSP_001_OPM-II_v.01,"for review — replaces the issued QCSP_001_OPM-II_v.01 (was OPM_THC18 : CBD1, 16.20 – 19.80 %); now OPM_THC17 : CBD1 15.40 – 18.59 %",INDICA,THC,MACHINE TRIMMED,—,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",16.09.2026,Conforms | Одговара,iCoA-PP_26-174,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-174,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-11-К/26,11.09.2026,Farmahem,17.83,227-11-К/26,11.09.2026,Farmahem,< LOQ,227-11-К/26,11.09.2026,Farmahem,< LOQ,227-11-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-174,24.08.2026,Purely Plant GmbH (in-house),8.28,ППК25257,05.09.2025,UKIM Faculty of Pharmacy — Center for Natural Products,< 10,560/1091/26,01.09.2026,IPH — Institute of Public Health,< 10,560/1091/26,01.09.2026,IPH — Institute of Public Health,< 10,560/1091/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,560/1091/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,560/1091/26,01.09.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-11-М/26,16.09.2026,Farmahem,ND,227-11-М/26,16.09.2026,Farmahem,ND,227-11-М/26,16.09.2026,Farmahem,ND,4157/2025,29.08.2025,IPH — Institute of Public Health,ND,4157/2025,29.08.2025,IPH — Institute of Public Health,ND,4157/2025,29.08.2025,IPH — Institute of Public Health,ND,4157/2025,29.08.2025,IPH — Institute of Public Health,ND,4157/2025,29.08.2025,IPH — Institute of Public Health
CoQ-PP_26-158,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-058 of 06.06.2026,(assigned on issue),OPM112501,— no P lot assigned —,Orange Punch Mimosa,05.02.2026,24.04.2026,—,—,iCoA-PP_26-157,24.08.2026,19.08.2026,Tranche 3,9.73,227-10-К/26,IV,9.00 – 10.99 %,OPM_THC10 : CBD1,QCSP_001_OPM-IV_v.01,"for review — replaces the issued QCSP_001_OPM-IV_v.01 (was OPM_THC10 : CBD1, 9.00 – 11.00 %); now OPM_THC10 : CBD1 9.00 – 10.99 %",INDICA,THC,MACHINE TRIMMED,—,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",11.09.2026,Conforms | Одговара,iCoA-PP_26-157,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-157,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-10-К/26,11.09.2026,Farmahem,9.73,227-10-К/26,11.09.2026,Farmahem,< LOQ,227-10-К/26,11.09.2026,Farmahem,< LOQ,227-10-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-157,24.08.2026,Purely Plant GmbH (in-house),8.06,ППК26031,05.03.2026,UKIM Faculty of Pharmacy — Center for Natural Products,< 10,546/1077/26,31.08.2026,IPH — Institute of Public Health,10,546/1077/26,31.08.2026,IPH — Institute of Public Health,< 10,546/1077/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,546/1077/26,31.08.2026,IPH — Institute of Public Health,Absent | Отсутна,546/1077/26,31.08.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-10-М/26,16.09.2026,Farmahem,ND,227-10-М/26,16.09.2026,Farmahem,ND,227-10-М/26,16.09.2026,Farmahem,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—,carried from the initial testing — not tested,—,—,—
CoQ-PP_26-159,reissue — retest,"allocated — code reserved, date provisional",21.09.2026,CoQ-PP_26-031 of 06.06.2026,(assigned on issue),PM072501,P050272,Permanent Marker,27.10.2025,02.12.2025 – 03.12.2025,—,—,iCoA-PP_26-158,24.08.2026,19.08.2026,Tranche 3,12.77,227-9-К/26,II,11.00 – 12.99 %,PM_THC12 : CBD1,QCSP_001_PM-II_v.01,"for review — replaces the issued QCSP_001_PM-II_v.01 (was PM_THC10 : CBD1, 9.00 – 11.00 %); now PM_THC12 : CBD1 11.00 – 12.99 %",HYBRID,THC,MACHINE TRIMMED,INDICA-DOMINANT,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",16.09.2026,Conforms | Одговара,iCoA-PP_26-158,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-158,24.08.2026,Purely Plant GmbH (in-house),Conforms | Одговара,227-9-К/26,11.09.2026,Farmahem,12.77,227-9-К/26,11.09.2026,Farmahem,< LOQ,227-9-К/26,11.09.2026,Farmahem,< LOQ,227-9-К/26,11.09.2026,Farmahem,Conforms | Одговара,iCoA-PP_26-158,24.08.2026,Purely Plant GmbH (in-house),9.52,ППК25368,28.11.2025,UKIM Faculty of Pharmacy — Center for Natural Products,< 10,554/1085/26,01.09.2026,IPH — Institute of Public Health,< 10,554/1085/26,01.09.2026,IPH — Institute of Public Health,< 10,554/1085/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,554/1085/26,01.09.2026,IPH — Institute of Public Health,Absent | Отсутна,554/1085/26,01.09.2026,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,ND,227-9-М/26,16.09.2026,Farmahem,ND,227-9-М/26,16.09.2026,Farmahem,ND,227-9-М/26,16.09.2026,Farmahem,0.021,5698/2025,02.12.2025,IPH — Institute of Public Health,0.001,5698/2025,02.12.2025,IPH — Institute of Public Health,0.012,5698/2025,02.12.2025,IPH — Institute of Public Health,0.003,5698/2025,02.12.2025,IPH — Institute of Public Health,ND,5698/2025,02.12.2025,IPH — Institute of Public Health
