CoQ code,Series,Batch (cultivation),P lot,Strain,Date of issue,#,Parameter,Method,Acceptance criterion,Result,Document,Issued,Laboratory,Received by the laboratory,Status,Route,Also on file
CoQ-PP_26-004,release,GG1024,GG1024,Gorilla Glue,06.06.2026,10.3,Ochratoxin A,Ph. Eur. 2.8.22 (HPLC-FLD),≤ 20 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (220-9-М/26)
CoQ-PP_26-004,release,GG1024,GG1024,Gorilla Glue,06.06.2026,11.1,Lead (Pb),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.5 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-004,release,GG1024,GG1024,Gorilla Glue,06.06.2026,11.2,Cadmium (Cd),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.3 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-004,release,GG1024,GG1024,Gorilla Glue,06.06.2026,11.3,Arsenic (As),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.2 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-004,release,GG1024,GG1024,Gorilla Glue,06.06.2026,11.4,Mercury (Hg),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.1 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-004,release,GG1024,GG1024,Gorilla Glue,06.06.2026,12,Pesticide Residues,Ph. Eur. 2.8.13 (LC-MS/MS) · CUMCS Equivalency,≤ LOQ as per Ph. Eur. 2.8.13 · ≤ LOQ as per CUMCS Equivalency,ND mg/Kg — all 22 residues,748/2025,04.03.2025,IJZ,—,covered,,
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,1,"Identification A, Appearance · Macroscopic",Ph. Eur. mon. 3028,Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Ident A + B,
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,2,Identification B · Microscopic,Ph. Eur. 2.8.23 (microscopy),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Ident A + B,
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,3,Identification C · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,"n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)",23.01.2025,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,4,Assay — Total Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),"13.80 – 16.19 %  (grade III, nominal 15.00 ± 1.20)",14.97,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,17.31 (197-13-К/26)
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,5,Assay — Total CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",0.04,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,<LOQ (197-13-К/26)
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,6,Total CBN,Ph. Eur. 2.2.29 (HPLC) · CBN + CBNA x 0.876,"≤ 1.0%, w/w",not tested,—,—,—,—,not tested — no certificate covers it,,0.36 (197-13-К/26)
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,7,Foreign Matter,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",Conforms | Одговара,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Foreign matter,
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,8,Loss on Drying,"Ph. Eur. 2.2.32 (3028) · at 40 °C, 24 h, 15–25 mbar",≤ 12.0%,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,9.1,TAMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,5.2 × 10⁴,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,9.2,TYMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,7 × 10²,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,9.3,Bile-tolerant gram-neg.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,< 10,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,9.4,Salmonella,Ph. Eur. 2.6.31 cat. C,Absence | Отсуство / 25 g,Absent | Отсутна,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,9.5,Escherichia coli,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,Absent | Отсутна,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,9.6,Pseudomonas aeruginosa,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,9.7,Staphylococcus aureus,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,10.1,Aflatoxin B₁,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 2 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (197-13-М/26)
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,10.2,Aflatoxins ∑,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 4 µg/kg,< 2,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,ND (197-13-М/26)
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,10.3,Ochratoxin A,Ph. Eur. 2.8.22 (HPLC-FLD),≤ 20 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,<LOQ (197-13-М/26)
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,11.1,Lead (Pb),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.5 mg/kg,0.02,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,11.2,Cadmium (Cd),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.3 mg/kg,0.013,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,11.3,Arsenic (As),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.2 mg/kg,0.017,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,11.4,Mercury (Hg),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.1 mg/kg,0.0026,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-005,release,HPA1024,HPA1024,High Pro Amnesia,06.06.2026,12,Pesticide Residues,Ph. Eur. 2.8.13 (LC-MS/MS) · CUMCS Equivalency,≤ LOQ as per Ph. Eur. 2.8.13 · ≤ LOQ as per CUMCS Equivalency,ND,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,1,"Identification A, Appearance · Macroscopic",Ph. Eur. mon. 3028,Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,iCoA-PP_26-006,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Ident A + B,
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,2,Identification B · Microscopic,Ph. Eur. 2.8.23 (microscopy),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,iCoA-PP_26-006,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Ident A + B,
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,3,Identification C · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,"n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)",23.04.2025,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,4,Assay — Total Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),"18.60 – 21.39 %  (grade I, nominal 20.00 ± 1.40)",19.96,iCoA-PP_26-006,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,20.03 (197-17-К/26)
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,5,Assay — Total CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",0.05,iCoA-PP_26-006,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,<LOQ (197-17-К/26)
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,6,Total CBN,Ph. Eur. 2.2.29 (HPLC) · CBN + CBNA x 0.876,"≤ 1.0%, w/w",not tested,—,—,—,—,not tested — no certificate covers it,,<LOQ (197-17-К/26)
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,7,Foreign Matter,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",Conforms | Одговара,iCoA-PP_26-006,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Foreign matter,
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,8,Loss on Drying,"Ph. Eur. 2.2.32 (3028) · at 40 °C, 24 h, 15–25 mbar",≤ 12.0%,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,9.1,TAMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,1.3 × 10⁴,iCoA-PP_26-006,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,9.2,TYMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,7 × 10²,iCoA-PP_26-006,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,9.3,Bile-tolerant gram-neg.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,< 10² > 10³,iCoA-PP_26-006,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,9.4,Salmonella,Ph. Eur. 2.6.31 cat. C,Absence | Отсуство / 25 g,Absent | Отсутна,iCoA-PP_26-006,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,9.5,Escherichia coli,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,Absent | Отсутна,iCoA-PP_26-006,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,9.6,Pseudomonas aeruginosa,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,9.7,Staphylococcus aureus,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,10.1,Aflatoxin B₁,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 2 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (197-17-М/26)
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,10.2,Aflatoxins ∑,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 4 µg/kg,< 2,iCoA-PP_26-006,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,ND (197-17-М/26)
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,10.3,Ochratoxin A,Ph. Eur. 2.8.22 (HPLC-FLD),≤ 20 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (197-17-М/26)
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,11.1,Lead (Pb),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.5 mg/kg,0.031,iCoA-PP_26-006,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,11.2,Cadmium (Cd),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.3 mg/kg,0.017,iCoA-PP_26-006,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,11.3,Arsenic (As),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.2 mg/kg,0.045,iCoA-PP_26-006,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,11.4,Mercury (Hg),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.1 mg/kg,0.005,iCoA-PP_26-006,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-006,release,OPM1024,OPM1024,Orange Punch Mimosa,06.06.2026,12,Pesticide Residues,Ph. Eur. 2.8.13 (LC-MS/MS) · CUMCS Equivalency,≤ LOQ as per Ph. Eur. 2.8.13 · ≤ LOQ as per CUMCS Equivalency,ND,iCoA-PP_26-006,03.06.2026,Purely Plant GmbH (in-house),—,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)",,
CoQ-PP_26-007,release,GP0824_02,P050022,Grape Pie,06.06.2026,1,"Identification A, Appearance · Macroscopic",Ph. Eur. mon. 3028,Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,iCoA-PP_26-007,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Ident A + B,
CoQ-PP_26-007,release,GP0824_02,P050022,Grape Pie,06.06.2026,2,Identification B · Microscopic,Ph. Eur. 2.8.23 (microscopy),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,iCoA-PP_26-007,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Ident A + B,
CoQ-PP_26-007,release,GP0824_02,P050022,Grape Pie,06.06.2026,3,Identification C · HPLC/HPTLC,"HPLC — DAB 2018 monograph Cannabis flos, 2.2.29 (CNP, before its Ph. Eur. 3028 accreditation)",Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,ППК25139,22.05.2025,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,
CoQ-PP_26-007,release,GP0824_02,P050022,Grape Pie,06.06.2026,4,Assay — Total Δ⁹-THC,"HPLC — DAB 2018 monograph Cannabis flos, 2.2.29 (CNP, before its Ph. Eur. 3028 accreditation)","22.00 – 25.99 %  (grade II, nominal 24.00 ± 2.00)",23.79,ППК25139,22.05.2025,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,23.19 (ППК25174); 22.61 (197-11-К/26); 21.31 (ППК26032); 13.16 (ППК26033); 23.08 (ППК26059)
CoQ-PP_26-007,release,GP0824_02,P050022,Grape Pie,06.06.2026,5,Assay — Total CBD,"HPLC — DAB 2018 monograph Cannabis flos, 2.2.29 · CBD + CBDA x 0.877 (CNP, before its Ph. Eur. 3028 accreditation)","≤ 1.0%, w/w",0.10,ППК25139,22.05.2025,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,0.07 (ППК25174); <LOQ (197-11-К/26); 0.03 (ППК26032); 0.05 (ППК26033); 0.03 (ППК26059)
CoQ-PP_26-007,release,GP0824_02,P050022,Grape Pie,06.06.2026,6,Total CBN,"HPLC — DAB 2018 monograph Cannabis flos, 2.2.29 · CBN + CBNA x 0.876 (CNP, before its Ph. Eur. 3028 accreditation)","≤ 1.0%, w/w",0.02,ППК25139,22.05.2025,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,0.23 (197-11-К/26); 0.23 (ППК26032); 2.35 (ППК26033); 0.30 (ППК26059)
CoQ-PP_26-007,release,GP0824_02,P050022,Grape Pie,06.06.2026,7,Foreign Matter,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",Conforms | Одговара,iCoA-PP_26-007,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Foreign matter,
CoQ-PP_26-007,release,GP0824_02,P050022,Grape Pie,06.06.2026,8,Loss on Drying,"DAB 2018 monograph Cannabis flos, 2.2.32 — loss on drying (CNP, before its Ph. Eur. 3028 accreditation)",≤ 12.0%,7.21,ППК25139,22.05.2025,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,6.51 (ППК25174); 6.32 (ППК26032); 5.84 (ППК26033); 6.62 (ППК26059)
