Batch,Cultivation batch,Strain,Certificate,Series,Date of issue,#,Parameter,Result,Document,Issued,Laboratory,Internal,Status
BG1024,BG1024,Blue Gelato,CoQ-PP_26-085,reissue — 12-month retest,17.08.2026,11.3,Arsenic (As),0.014,752/2025,27.02.2025,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2025-0002) — covered
BG1024,BG1024,Blue Gelato,CoQ-PP_26-003,release,06.06.2026,11.4,Mercury (Hg),0.005,752/2025,27.02.2025,IPH — Institute of Public Health,,covered
BG1024,BG1024,Blue Gelato,CoQ-PP_26-085,reissue — 12-month retest,17.08.2026,11.4,Mercury (Hg),0.005,752/2025,27.02.2025,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2025-0002) — covered
BG1024,BG1024,Blue Gelato,CoQ-PP_26-003,release,06.06.2026,12,Pesticide Residues,ND,752/2025,27.02.2025,IPH — Institute of Public Health,,covered
BG1024,BG1024,Blue Gelato,CoQ-PP_26-085,reissue — 12-month retest,17.08.2026,12,Pesticide Residues,ND,752/2025,27.02.2025,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2025-0002) — covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-004,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-129,17.08.2026,Purely Plant GmbH (in-house),yes,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-004,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-129,17.08.2026,Purely Plant GmbH (in-house),yes,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,3,Identification C · HPLC/HPTLC,not tested,—,—,—,,not tested — no certificate covers it
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,220-9-К/26,25.08.2026,Farmahem,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,4,Assay — Total Δ⁹-THC,not tested,—,—,—,,not tested — no certificate covers it
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,4,Assay — Total Δ⁹-THC,15.51,220-9-К/26,25.08.2026,Farmahem,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,5,Assay — Total CBD,not tested,—,—,—,,not tested — no certificate covers it
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,5,Assay — Total CBD,< LOQ,220-9-К/26,25.08.2026,Farmahem,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,6,Total CBN,not tested,—,—,—,,not tested — no certificate covers it
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,6,Total CBN,< LOQ,220-9-К/26,25.08.2026,Farmahem,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-004,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-129,17.08.2026,Purely Plant GmbH (in-house),yes,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,8,Loss on Drying,7.8,ППК25008,29.01.2025,CNP,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,8,Loss on Drying,7.8,ППК25008,29.01.2025,CNP,,carried from the initial testing (CoQ-PP-2025-0003) — covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,9.1,TAMC,1.1 × 10⁴ CFU/g,166/0274/25,24.02.2025,IPH — Institute of Public Health,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,9.1,TAMC,1.1 × 10⁴ CFU/g,166/0274/25,24.02.2025,IPH — Institute of Public Health,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,9.2,TYMC,< 10,166/0274/25,24.02.2025,IPH — Institute of Public Health,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,9.2,TYMC,< 10,166/0274/25,24.02.2025,IPH — Institute of Public Health,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,9.3,Bile-tolerant gram-neg.,< 10² and > 10 CFU/g,166/0274/25,24.02.2025,IPH — Institute of Public Health,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,9.3,Bile-tolerant gram-neg.,< 10² and > 10 CFU/g,166/0274/25,24.02.2025,IPH — Institute of Public Health,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,9.4,Salmonella,Absent | Отсутна,166/0274/25,24.02.2025,IPH — Institute of Public Health,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,9.4,Salmonella,Absent | Отсутна,166/0274/25,24.02.2025,IPH — Institute of Public Health,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,9.5,Escherichia coli,Absent | Отсутна,166/0274/25,24.02.2025,IPH — Institute of Public Health,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,9.5,Escherichia coli,Absent | Отсутна,166/0274/25,24.02.2025,IPH — Institute of Public Health,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,10.1,Aflatoxin B₁,not tested,—,—,—,,not tested — no certificate covers it
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,10.1,Aflatoxin B₁,ND,220-9-М/26,11.09.2026,Farmahem,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,10.2,Aflatoxins ∑,< 2,748/2025,04.03.2025,IPH — Institute of Public Health,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,10.2,Aflatoxins ∑,ND,220-9-М/26,11.09.2026,Farmahem,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,10.3,Ochratoxin A,not tested,—,—,—,,not tested — no certificate covers it
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,10.3,Ochratoxin A,ND,220-9-М/26,11.09.2026,Farmahem,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,11.1,Lead (Pb),0.052,748/2025,04.03.2025,IPH — Institute of Public Health,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,11.1,Lead (Pb),0.052,748/2025,04.03.2025,IPH — Institute of Public Health,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,11.2,Cadmium (Cd),0.016,748/2025,04.03.2025,IPH — Institute of Public Health,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,11.2,Cadmium (Cd),0.016,748/2025,04.03.2025,IPH — Institute of Public Health,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,11.3,Arsenic (As),0.04,748/2025,04.03.2025,IPH — Institute of Public Health,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,11.3,Arsenic (As),0.04,748/2025,04.03.2025,IPH — Institute of Public Health,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,11.4,Mercury (Hg),0.004,748/2025,04.03.2025,IPH — Institute of Public Health,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,11.4,Mercury (Hg),0.004,748/2025,04.03.2025,IPH — Institute of Public Health,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-004,release,06.06.2026,12,Pesticide Residues,ND mg/Kg — all 22 residues,748/2025,04.03.2025,IJZ,,covered
GG1024,GG1024,Gorilla Glue,CoQ-PP_26-115,reissue — 12-month retest,18.09.2026,12,Pesticide Residues,ND mg/Kg — all 22 residues,748/2025,04.03.2025,IJZ,,carried from the initial testing (CoQ-PP-2025-0003) — covered
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-110,27.07.2026,Purely Plant GmbH (in-house),yes,covered
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-110,27.07.2026,Purely Plant GmbH (in-house),yes,covered
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,3,Identification C · HPLC/HPTLC,not tested,—,—,—,,not tested — no certificate covers it
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,197-13-К/26,07.08.2026,Farmahem,,covered
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,4,Assay — Total Δ⁹-THC,14.97,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,4,Assay — Total Δ⁹-THC,17.31,197-13-К/26,07.08.2026,Farmahem,,covered
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,5,Assay — Total CBD,0.04,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,5,Assay — Total CBD,< LOQ,197-13-К/26,07.08.2026,Farmahem,,covered
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,6,Total CBN,not tested,—,—,—,,not tested — no certificate covers it
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,6,Total CBN,0.36,197-13-К/26,07.08.2026,Farmahem,,covered
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-110,27.07.2026,Purely Plant GmbH (in-house),yes,covered
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,8,Loss on Drying,not tested,—,—,—,,not tested — no certificate covers it
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,8,Loss on Drying,carried from the initial testing — not tested,—,—,—,,carried from the initial testing (CoQ-PP-2025-0004) — not tested — no certificate covers it
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,9.1,TAMC,5.2 × 10⁴,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,9.1,TAMC,5.2 × 10⁴,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"carried from the initial testing (CoQ-PP-2025-0004) — in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,9.2,TYMC,7 × 10²,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,9.2,TYMC,7 × 10²,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"carried from the initial testing (CoQ-PP-2025-0004) — in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,9.3,Bile-tolerant gram-neg.,< 10,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,9.3,Bile-tolerant gram-neg.,< 10,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"carried from the initial testing (CoQ-PP-2025-0004) — in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,9.4,Salmonella,Absent | Отсутна,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,9.4,Salmonella,Absent | Отсутна,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"carried from the initial testing (CoQ-PP-2025-0004) — in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,9.5,Escherichia coli,Absent | Отсутна,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,9.5,Escherichia coli,Absent | Отсутна,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"carried from the initial testing (CoQ-PP-2025-0004) — in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,10.1,Aflatoxin B₁,not tested,—,—,—,,not tested — no certificate covers it
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,10.1,Aflatoxin B₁,ND,197-13-М/26,10.08.2026,Farmahem,,covered
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,10.2,Aflatoxins ∑,< 2,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,10.2,Aflatoxins ∑,ND,197-13-М/26,10.08.2026,Farmahem,,covered
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,10.3,Ochratoxin A,not tested,—,—,—,,not tested — no certificate covers it
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,10.3,Ochratoxin A,< LOQ,197-13-М/26,10.08.2026,Farmahem,,covered
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,11.1,Lead (Pb),0.02,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,11.1,Lead (Pb),0.02,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"carried from the initial testing (CoQ-PP-2025-0004) — in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,11.2,Cadmium (Cd),0.013,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,11.2,Cadmium (Cd),0.013,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"carried from the initial testing (CoQ-PP-2025-0004) — in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,11.3,Arsenic (As),0.017,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,11.3,Arsenic (As),0.017,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"carried from the initial testing (CoQ-PP-2025-0004) — in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-005,release,06.06.2026,11.4,Mercury (Hg),0.0026,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
HPA1024,HPA1024,High Pro Amnesia,CoQ-PP_26-097,reissue — 12-month retest,17.08.2026,11.4,Mercury (Hg),0.0026,iCoA-PP_26-005,03.06.2026,Purely Plant GmbH (in-house),yes,"carried from the initial testing (CoQ-PP-2025-0004) — in-house CoA only — not an eCoA or an iCoA: a value no certificate of analysis certifies cannot be on a release certificate (owner's rule, 02.09.2026)"
