wave	wave_name	coq_code	issue_date	batch	pp_batch	strain	version	supersedes_qccoa	supersedes_coq	tranche	spec_code	param_no	parameter	criterion	state	value	source	cert_code	route
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0025	2025-12-02	CLE072501	P050282	Clemosa A Bud	1	QCCoA 001 v.02		T2	QCSP_001_CLE-I_v.01	10c	Ochratoxin A	≤ 20 µg/kg	NOT TESTED				OUTSOURCE
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0025	2025-12-02	CLE072501	P050282	Clemosa A Bud	1	QCCoA 001 v.02		T2	QCSP_001_CLE-I_v.01	11a	Lead (Pb)	≤ 0.5 mg/kg	OUTSOURCED	0,032	IJZ	5700/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0025	2025-12-02	CLE072501	P050282	Clemosa A Bud	1	QCCoA 001 v.02		T2	QCSP_001_CLE-I_v.01	11b	Cadmium (Cd)	≤ 0.3 mg/kg	OUTSOURCED	0,002	IJZ	5700/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0025	2025-12-02	CLE072501	P050282	Clemosa A Bud	1	QCCoA 001 v.02		T2	QCSP_001_CLE-I_v.01	11c	Arsenic (As)	≤ 0.2 mg/kg	OUTSOURCED	0,013	IJZ	5700/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0025	2025-12-02	CLE072501	P050282	Clemosa A Bud	1	QCCoA 001 v.02		T2	QCSP_001_CLE-I_v.01	11d	Mercury (Hg)	≤ 0.1 mg/kg	OUTSOURCED	0,021	IJZ	5700/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0025	2025-12-02	CLE072501	P050282	Clemosa A Bud	1	QCCoA 001 v.02		T2	QCSP_001_CLE-I_v.01	12	Pesticide Residues	≤ LOQ per МКС EN 15662	OUTSOURCED	≤ LOQ (all 27 compounds)	IJZ	5700/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	1	Identification A, Appearance	Conforms to monograph	MISSING				iCoA
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	2	Identification B	Conforms to monograph	MISSING				iCoA
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	3	Identification C	Conforms to monograph	MISSING				iCoA?
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	4	Assay — Total Δ9-THC	18.00 - 21.99 %	IN-HOUSE	20.39	NGP	2025/	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	5	Assay — Total CBD	≤ 1.0 %, w/w	IN-HOUSE	0.11	NGP	2025/	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	6	Total CBN	≤ 1.0 %, w/w	MISSING				OUTSOURCE
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	7	Foreign Matter	≤ 2.0 % / 25–50 g	MISSING				iCoA
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	8	Loss on Drying	≤ 12.0 %	MISSING				iCoA
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	9a	TAMC	≤ 10^5 CFU/g	OUTSOURCED	200 CFU/g	IJZ		
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	9b	TYMC	≤ 10^4 CFU/g	OUTSOURCED	200 CFU/g	IJZ		
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	9c	Bile-tolerant gram-neg.	≤ 10^4 CFU/g	OUTSOURCED	< 10^2 > 10 CFU/g	IJZ		
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	9d	Salmonella	Absence / 25 g	OUTSOURCED	Одговара	IJZ		
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	9e	Escherichia coli	Absence / 1 g	OUTSOURCED	Одговара	IJZ		
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	10a	Aflatoxin B1	≤ 2 µg/kg	OUTSOURCED	ND *	FARMAHEM	276-31-M/25	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	10b	Aflatoxins ∑ (B1+B2+G1+G2)	≤ 4 µg/kg	NOT TESTED				OUTSOURCE
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	10c	Ochratoxin A	≤ 20 µg/kg	OUTSOURCED	<LOQ **	FARMAHEM	276-31-M/25	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	11a	Lead (Pb)	≤ 0.5 mg/kg	OUTSOURCED	0,024	IJZ	5661/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	11b	Cadmium (Cd)	≤ 0.3 mg/kg	OUTSOURCED	0,004	IJZ	5661/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	11c	Arsenic (As)	≤ 0.2 mg/kg	OUTSOURCED	0,025	IJZ	5661/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	11d	Mercury (Hg)	≤ 0.1 mg/kg	OUTSOURCED	0,0036	IJZ	5661/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0028	2025-12-04	BSS052501	P050192	Blue Sunset Sherbet	1	QCCoA 001 v.02		T2	QCSP_001_BSS-II_v.01	12	Pesticide Residues	≤ LOQ per МКС EN 15662	OUTSOURCED	<LOQ	DFL	10802_2845/2	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	1	Identification A, Appearance	Conforms to monograph	MISSING				iCoA
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	2	Identification B	Conforms to monograph	MISSING				iCoA
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	3	Identification C	Conforms to monograph	MISSING				iCoA?
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	4	Assay — Total Δ9-THC	16.20 - 19.79 %	OUTSOURCED	19.81 %	UKIM_CNP	ППК25379	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	5	Assay — Total CBD	≤ 1.0 %, w/w	OUTSOURCED	0.10 %	UKIM_CNP	ППК25379	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	6	Total CBN	≤ 1.0 %, w/w	MISSING				OUTSOURCE
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	7	Foreign Matter	≤ 2.0 % / 25–50 g	MISSING				iCoA
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	8	Loss on Drying	≤ 12.0 %	OUTSOURCED	7.41 %	UKIM_CNP	ППК25379	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	9a	TAMC	≤ 10^5 CFU/g	OUTSOURCED	2 x 10^2 CFU/g	IJZ	1229/2195/25	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	9b	TYMC	≤ 10^4 CFU/g	OUTSOURCED	3 x 10^2 CFU/g	IJZ	1229/2195/25	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	9c	Bile-tolerant gram-neg.	≤ 10^4 CFU/g	OUTSOURCED	< 10 CFU/g	IJZ	1229/2195/25	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	9d	Salmonella	Absence / 25 g	OUTSOURCED	Одговара	IJZ	1229/2195/25	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	9e	Escherichia coli	Absence / 1 g	OUTSOURCED	Одговара	IJZ	1229/2195/25	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	10a	Aflatoxin B1	≤ 2 µg/kg	NOT TESTED				OUTSOURCE
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	10b	Aflatoxins ∑ (B1+B2+G1+G2)	≤ 4 µg/kg	OUTSOURCED	< 2	IJZ	5887/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	10c	Ochratoxin A	≤ 20 µg/kg	NOT TESTED				OUTSOURCE
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	11a	Lead (Pb)	≤ 0.5 mg/kg	OUTSOURCED	0,017	IJZ	5887/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	11b	Cadmium (Cd)	≤ 0.3 mg/kg	OUTSOURCED	0,0028	IJZ	5887/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	11c	Arsenic (As)	≤ 0.2 mg/kg	OUTSOURCED	0,02	IJZ	5887/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	11d	Mercury (Hg)	≤ 0.1 mg/kg	OUTSOURCED	0,019	IJZ	5887/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0029	2025-12-12	GP072501_2	P050302	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-IV_v.01	12	Pesticide Residues	≤ LOQ per МКС EN 15662	OUTSOURCED	≤ LOQ (all 29 compounds)	IJZ	5887/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	1	Identification A, Appearance	Conforms to monograph	MISSING				iCoA
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	2	Identification B	Conforms to monograph	MISSING				iCoA
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	3	Identification C	Conforms to monograph	MISSING				iCoA?
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	4	Assay — Total Δ9-THC	23.40 - 28.59 %	OUTSOURCED	21.29 %	UKIM_CNP	ППК25380	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	5	Assay — Total CBD	≤ 1.0 %, w/w	OUTSOURCED	0.08 %	UKIM_CNP	ППК25380	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	6	Total CBN	≤ 1.0 %, w/w	MISSING				OUTSOURCE
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	7	Foreign Matter	≤ 2.0 % / 25–50 g	MISSING				iCoA
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	8	Loss on Drying	≤ 12.0 %	OUTSOURCED	6.29 %	UKIM_CNP	ППК25380	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	9a	TAMC	≤ 10^5 CFU/g	OUTSOURCED	4,3 x 10² CFU/g	IJZ		
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	9b	TYMC	≤ 10^4 CFU/g	OUTSOURCED	1 x 10³ CFU/g	IJZ		
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	9c	Bile-tolerant gram-neg.	≤ 10^4 CFU/g	HELD				ruling
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	9d	Salmonella	Absence / 25 g	OUTSOURCED	Одговара	IJZ		
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	9e	Escherichia coli	Absence / 1 g	OUTSOURCED	Одговара	IJZ		
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	10a	Aflatoxin B1	≤ 2 µg/kg	NOT TESTED				OUTSOURCE
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	10b	Aflatoxins ∑ (B1+B2+G1+G2)	≤ 4 µg/kg	OUTSOURCED	< 2	IJZ	5888/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	10c	Ochratoxin A	≤ 20 µg/kg	NOT TESTED				OUTSOURCE
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	11a	Lead (Pb)	≤ 0.5 mg/kg	OUTSOURCED	0,014	IJZ	5888/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	11b	Cadmium (Cd)	≤ 0.3 mg/kg	OUTSOURCED	0,003	IJZ	5888/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	11c	Arsenic (As)	≤ 0.2 mg/kg	OUTSOURCED	0,02	IJZ	5888/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	11d	Mercury (Hg)	≤ 0.1 mg/kg	OUTSOURCED	0,017	IJZ	5888/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0030	2025-12-12	GP082501_1	P050312	Grape Pie	1	QCCoA 001 v.02		T2	QCSP_001_GP-II_v.01	12	Pesticide Residues	≤ LOQ per МКС EN 15662	OUTSOURCED	≤ LOQ (all 28 compounds)	IJZ	5888/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	1	Identification A, Appearance	Conforms to monograph	MISSING				iCoA
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	2	Identification B	Conforms to monograph	MISSING				iCoA
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	3	Identification C	Conforms to monograph	MISSING				iCoA?
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	4	Assay — Total Δ9-THC	14.40 - 17.59 %	OUTSOURCED	14.83 %	UKIM_CNP	ППК25381	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	5	Assay — Total CBD	≤ 1.0 %, w/w	OUTSOURCED	0.11 %	UKIM_CNP	ППК25381	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	6	Total CBN	≤ 1.0 %, w/w	MISSING				OUTSOURCE
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	7	Foreign Matter	≤ 2.0 % / 25–50 g	MISSING				iCoA
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	8	Loss on Drying	≤ 12.0 %	OUTSOURCED	6.88 %	UKIM_CNP	ППК25381	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	9a	TAMC	≤ 10^5 CFU/g	OUTSOURCED	3,2 x 10³ CFU/g	IJZ	1227/2193/25	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	9b	TYMC	≤ 10^4 CFU/g	OUTSOURCED	5,8 x 10³ CFU/g	IJZ	1227/2193/25	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	9c	Bile-tolerant gram-neg.	≤ 10^4 CFU/g	OUTSOURCED	< 10^4 и > 10^3 CFU/g	IJZ	1227/2193/25	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	9d	Salmonella	Absence / 25 g	OUTSOURCED	Одговара	IJZ	1227/2193/25	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	9e	Escherichia coli	Absence / 1 g	OUTSOURCED	Одговара	IJZ	1227/2193/25	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	10a	Aflatoxin B1	≤ 2 µg/kg	NOT TESTED				OUTSOURCE
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	10b	Aflatoxins ∑ (B1+B2+G1+G2)	≤ 4 µg/kg	OUTSOURCED	< 2	IJZ	5889/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	10c	Ochratoxin A	≤ 20 µg/kg	NOT TESTED				OUTSOURCE
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	11a	Lead (Pb)	≤ 0.5 mg/kg	OUTSOURCED	0,013	IJZ	5889/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	11b	Cadmium (Cd)	≤ 0.3 mg/kg	OUTSOURCED	0,003	IJZ	5889/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	11c	Arsenic (As)	≤ 0.2 mg/kg	OUTSOURCED	0,02	IJZ	5889/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	11d	Mercury (Hg)	≤ 0.1 mg/kg	OUTSOURCED	0,016	IJZ	5889/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2025-0031	2025-12-12	GP082501_2	P050322	Grape Pie	1	QCCoA 001 v.02		T1	QCSP_001_GP-V_v.01	12	Pesticide Residues	≤ LOQ per МКС EN 15662	OUTSOURCED	≤ LOQ (all 29 compounds)	IJZ	5889/2025	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2026-0001	2026-01-21	CJ082501_2	P060032	Cap Junky	1	QCCoA 001 v.02		T1	QCSP_001_CJ-IV_v.01	1	Identification A, Appearance	Conforms to monograph	MISSING				iCoA
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2026-0001	2026-01-21	CJ082501_2	P060032	Cap Junky	1	QCCoA 001 v.02		T1	QCSP_001_CJ-IV_v.01	2	Identification B	Conforms to monograph	MISSING				iCoA
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2026-0001	2026-01-21	CJ082501_2	P060032	Cap Junky	1	QCCoA 001 v.02		T1	QCSP_001_CJ-IV_v.01	3	Identification C	Conforms to monograph	MISSING				iCoA?
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2026-0001	2026-01-21	CJ082501_2	P060032	Cap Junky	1	QCCoA 001 v.02		T1	QCSP_001_CJ-IV_v.01	4	Assay — Total Δ9-THC	18.00 - 21.99 %	OUTSOURCED	20.84 %	UKIM_CNP	ППК26003	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2026-0001	2026-01-21	CJ082501_2	P060032	Cap Junky	1	QCCoA 001 v.02		T1	QCSP_001_CJ-IV_v.01	5	Assay — Total CBD	≤ 1.0 %, w/w	OUTSOURCED	0.08 %	UKIM_CNP	ППК26003	
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2026-0001	2026-01-21	CJ082501_2	P060032	Cap Junky	1	QCCoA 001 v.02		T1	QCSP_001_CJ-IV_v.01	6	Total CBN	≤ 1.0 %, w/w	MISSING				OUTSOURCE
1	Supersede QCCoA 001 / 001 v.02	CoQ-PP-2026-0001	2026-01-21	CJ082501_2	P060032	Cap Junky	1	QCCoA 001 v.02		T1	QCSP_001_CJ-IV_v.01	7	Foreign Matter	≤ 2.0 % / 25–50 g	MISSING				iCoA
