wave	wave_name	coq_code	issue_date	batch	pp_batch	strain	version	supersedes_qccoa	supersedes_coq	tranche	spec_code	param_no	parameter	criterion	state	value	source	cert_code	route
2	First-issue CoQ, remaining batches	CoQ-PP-2025-0032	2025-12-12	GP072501_1		Grape Pie	1			—		9a	TAMC	≤ 10^5 CFU/g	OUTSOURCED	6 x 10³ CFU/g	IJZ	1228/2194/25	
2	First-issue CoQ, remaining batches	CoQ-PP-2025-0032	2025-12-12	GP072501_1		Grape Pie	1			—		9b	TYMC	≤ 10^4 CFU/g	OUTSOURCED	6,5 x 10³ CFU/g	IJZ	1228/2194/25	
2	First-issue CoQ, remaining batches	CoQ-PP-2025-0032	2025-12-12	GP072501_1		Grape Pie	1			—		9c	Bile-tolerant gram-neg.	≤ 10^4 CFU/g	OUTSOURCED	< 10 CFU/g	IJZ	1228/2194/25	
2	First-issue CoQ, remaining batches	CoQ-PP-2025-0032	2025-12-12	GP072501_1		Grape Pie	1			—		9d	Salmonella	Absence / 25 g	OUTSOURCED	Одговара	IJZ	1228/2194/25	
2	First-issue CoQ, remaining batches	CoQ-PP-2025-0032	2025-12-12	GP072501_1		Grape Pie	1			—		9e	Escherichia coli	Absence / 1 g	OUTSOURCED	Одговара	IJZ	1228/2194/25	
2	First-issue CoQ, remaining batches	CoQ-PP-2025-0032	2025-12-12	GP072501_1		Grape Pie	1			—		10a	Aflatoxin B1	≤ 2 µg/kg	NOT TESTED				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2025-0032	2025-12-12	GP072501_1		Grape Pie	1			—		10b	Aflatoxins ∑ (B1+B2+G1+G2)	≤ 4 µg/kg	OUTSOURCED	< 2	IJZ	5886/2025	
2	First-issue CoQ, remaining batches	CoQ-PP-2025-0032	2025-12-12	GP072501_1		Grape Pie	1			—		10c	Ochratoxin A	≤ 20 µg/kg	NOT TESTED				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2025-0032	2025-12-12	GP072501_1		Grape Pie	1			—		11a	Lead (Pb)	≤ 0.5 mg/kg	OUTSOURCED	0,028	IJZ	5886/2025	
2	First-issue CoQ, remaining batches	CoQ-PP-2025-0032	2025-12-12	GP072501_1		Grape Pie	1			—		11b	Cadmium (Cd)	≤ 0.3 mg/kg	OUTSOURCED	0,003	IJZ	5886/2025	
2	First-issue CoQ, remaining batches	CoQ-PP-2025-0032	2025-12-12	GP072501_1		Grape Pie	1			—		11c	Arsenic (As)	≤ 0.2 mg/kg	OUTSOURCED	0,03	IJZ	5886/2025	
2	First-issue CoQ, remaining batches	CoQ-PP-2025-0032	2025-12-12	GP072501_1		Grape Pie	1			—		11d	Mercury (Hg)	≤ 0.1 mg/kg	OUTSOURCED	0,025	IJZ	5886/2025	
2	First-issue CoQ, remaining batches	CoQ-PP-2025-0032	2025-12-12	GP072501_1		Grape Pie	1			—		12	Pesticide Residues	≤ LOQ per МКС EN 15662	OUTSOURCED	≤ LOQ (all 28 compounds)	IJZ	5886/2025	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		1	Identification A, Appearance	Conforms to monograph	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		2	Identification B	Conforms to monograph	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		3	Identification C	Conforms to monograph	MISSING				iCoA?
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		4	Assay — Total Δ9-THC	NO MASTER ROW - criterion unknown	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		5	Assay — Total CBD	≤ 1.0 %, w/w	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		6	Total CBN	≤ 1.0 %, w/w	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		7	Foreign Matter	≤ 2.0 % / 25–50 g	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		8	Loss on Drying	≤ 12.0 %	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		9a	TAMC	≤ 10^5 CFU/g	OUTSOURCED	< 10 CFU/g	IJZ	7/0010/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		9b	TYMC	≤ 10^4 CFU/g	OUTSOURCED	< 10 CFU/g	IJZ	7/0010/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		9c	Bile-tolerant gram-neg.	≤ 10^4 CFU/g	OUTSOURCED	< 10 CFU/g	IJZ	7/0010/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		9d	Salmonella	Absence / 25 g	OUTSOURCED	Одговара	IJZ	7/0010/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		9e	Escherichia coli	Absence / 1 g	OUTSOURCED	Одговара	IJZ	7/0010/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		10a	Aflatoxin B1	≤ 2 µg/kg	NOT TESTED				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		10b	Aflatoxins ∑ (B1+B2+G1+G2)	≤ 4 µg/kg	OUTSOURCED	< 2	IJZ	84/2026	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		10c	Ochratoxin A	≤ 20 µg/kg	NOT TESTED				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		11a	Lead (Pb)	≤ 0.5 mg/kg	OUTSOURCED	0,05	IJZ	84/2026	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		11b	Cadmium (Cd)	≤ 0.3 mg/kg	OUTSOURCED	н.д.	IJZ	84/2026	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		11c	Arsenic (As)	≤ 0.2 mg/kg	OUTSOURCED	н.д.	IJZ	84/2026	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		11d	Mercury (Hg)	≤ 0.1 mg/kg	OUTSOURCED	0,003	IJZ	84/2026	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0008	2026-02-02	AB092501		Appels & Bananas	1			—		12	Pesticide Residues	≤ LOQ per МКС EN 15662	OUTSOURCED	≤ LOQ (all 29 compounds)	IJZ	84/2026	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		1	Identification A, Appearance	Conforms to monograph	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		2	Identification B	Conforms to monograph	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		3	Identification C	Conforms to monograph	MISSING				iCoA?
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		4	Assay — Total Δ9-THC	NO MASTER ROW - criterion unknown	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		5	Assay — Total CBD	≤ 1.0 %, w/w	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		6	Total CBN	≤ 1.0 %, w/w	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		7	Foreign Matter	≤ 2.0 % / 25–50 g	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		8	Loss on Drying	≤ 12.0 %	OUTSOURCED	6,7	FARMAHEM	051-2-ГС/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		9a	TAMC	≤ 10^5 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		9b	TYMC	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		9c	Bile-tolerant gram-neg.	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		9d	Salmonella	Absence / 25 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		9e	Escherichia coli	Absence / 1 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		10a	Aflatoxin B1	≤ 2 µg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		10b	Aflatoxins ∑ (B1+B2+G1+G2)	≤ 4 µg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		10c	Ochratoxin A	≤ 20 µg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		11a	Lead (Pb)	≤ 0.5 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		11b	Cadmium (Cd)	≤ 0.3 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		11c	Arsenic (As)	≤ 0.2 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		11d	Mercury (Hg)	≤ 0.1 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0010	2026-03-02	SJ112501		Sleepy Joe	1			—		12	Pesticide Residues	≤ LOQ per 2.8.13	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	1	Identification A, Appearance	Conforms to monograph	HELD				ruling
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	2	Identification B	Conforms to monograph	HELD				ruling
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	3	Identification C	Conforms to monograph	HELD				ruling
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	4	Assay — Total Δ9-THC	9.00 - 10.99 %	OUTSOURCED	11.53	FARMAHEM		
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	5	Assay — Total CBD	≤ 1.0 %, w/w	OUTSOURCED	<LOQ**	FARMAHEM		
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	6	Total CBN	≤ 1.0 %, w/w	OUTSOURCED	<LOQ**	FARMAHEM		
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	7	Foreign Matter	≤ 2.0 % / 25–50 g	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	8	Loss on Drying	≤ 12.0 %	OUTSOURCED	7,7	FARMAHEM	051-6-ГС/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	9a	TAMC	≤ 10^5 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	9b	TYMC	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	9c	Bile-tolerant gram-neg.	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	9d	Salmonella	Absence / 25 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	9e	Escherichia coli	Absence / 1 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	10a	Aflatoxin B1	≤ 2 µg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	10b	Aflatoxins ∑ (B1+B2+G1+G2)	≤ 4 µg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	10c	Ochratoxin A	≤ 20 µg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	11a	Lead (Pb)	≤ 0.5 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	11b	Cadmium (Cd)	≤ 0.3 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	11c	Arsenic (As)	≤ 0.2 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	11d	Mercury (Hg)	≤ 0.1 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0011	2026-03-04	GRC102501_2	P060182	Grapes and Cream	1			T2	QCSP_001_GRC-I_v.01	12	Pesticide Residues	≤ LOQ per 2.8.13	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	1	Identification A, Appearance	Conforms to monograph	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	2	Identification B	Conforms to monograph	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	3	Identification C	Conforms to monograph	MISSING				iCoA?
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	4	Assay — Total Δ9-THC	16.20 - 19.79 %	OUTSOURCED	19.14	FARMAHEM	051-1-К/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	5	Assay — Total CBD	≤ 1.0 %, w/w	OUTSOURCED	<LOQ**	FARMAHEM	051-1-К/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	6	Total CBN	≤ 1.0 %, w/w	OUTSOURCED	<LOQ**	FARMAHEM	051-1-К/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	7	Foreign Matter	≤ 2.0 % / 25–50 g	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	8	Loss on Drying	≤ 12.0 %	OUTSOURCED	6,3	FARMAHEM	051-1-ГС/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	9a	TAMC	≤ 10^5 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	9b	TYMC	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	9c	Bile-tolerant gram-neg.	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	9d	Salmonella	Absence / 25 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	9e	Escherichia coli	Absence / 1 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	10a	Aflatoxin B1	≤ 2 µg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	10b	Aflatoxins ∑ (B1+B2+G1+G2)	≤ 4 µg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	10c	Ochratoxin A	≤ 20 µg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	11a	Lead (Pb)	≤ 0.5 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	11b	Cadmium (Cd)	≤ 0.3 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	11c	Arsenic (As)	≤ 0.2 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	11d	Mercury (Hg)	≤ 0.1 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0012	2026-03-04	J31102501	P060152	Jokerz 31	1			T1	QCSP_001_J31-I_v.01	12	Pesticide Residues	≤ LOQ per 2.8.13	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	1	Identification A, Appearance	Conforms to monograph	HELD				ruling
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	2	Identification B	Conforms to monograph	HELD				ruling
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	3	Identification C	Conforms to monograph	HELD				ruling
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	4	Assay — Total Δ9-THC	14.40 - 17.59 %	OUTSOURCED	17.04	FARMAHEM	051-4-К/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	5	Assay — Total CBD	≤ 1.0 %, w/w	OUTSOURCED	<LOQ**	FARMAHEM	051-4-К/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	6	Total CBN	≤ 1.0 %, w/w	OUTSOURCED	<LOQ**	FARMAHEM	051-4-К/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	7	Foreign Matter	≤ 2.0 % / 25–50 g	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	8	Loss on Drying	≤ 12.0 %	OUTSOURCED	8,6	FARMAHEM	051-4-ГС/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	9a	TAMC	≤ 10^5 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	9b	TYMC	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	9c	Bile-tolerant gram-neg.	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	9d	Salmonella	Absence / 25 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	9e	Escherichia coli	Absence / 1 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	10a	Aflatoxin B1	≤ 2 µg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	10b	Aflatoxins ∑ (B1+B2+G1+G2)	≤ 4 µg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	10c	Ochratoxin A	≤ 20 µg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	11a	Lead (Pb)	≤ 0.5 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	11b	Cadmium (Cd)	≤ 0.3 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	11c	Arsenic (As)	≤ 0.2 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	11d	Mercury (Hg)	≤ 0.1 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0013	2026-03-04	KC102501	P060172	Kush Crasher	1			T2	QCSP_001_KC-I_v.01	12	Pesticide Residues	≤ LOQ per 2.8.13	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0014	2026-03-04	SJ102501		Sleepy Joe	1			—		1	Identification A, Appearance	Conforms to monograph	HELD				ruling
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0014	2026-03-04	SJ102501		Sleepy Joe	1			—		2	Identification B	Conforms to monograph	HELD				ruling
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0014	2026-03-04	SJ102501		Sleepy Joe	1			—		3	Identification C	Conforms to monograph	HELD				ruling
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0014	2026-03-04	SJ102501		Sleepy Joe	1			—		4	Assay — Total Δ9-THC	NO MASTER ROW - criterion unknown	OUTSOURCED	11.20	FARMAHEM	051-3-К/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0014	2026-03-04	SJ102501		Sleepy Joe	1			—		5	Assay — Total CBD	≤ 1.0 %, w/w	OUTSOURCED	<LOQ**	FARMAHEM	051-3-К/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0014	2026-03-04	SJ102501		Sleepy Joe	1			—		6	Total CBN	≤ 1.0 %, w/w	OUTSOURCED	<LOQ**	FARMAHEM	051-3-К/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0014	2026-03-04	SJ102501		Sleepy Joe	1			—		7	Foreign Matter	≤ 2.0 % / 25–50 g	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0014	2026-03-04	SJ102501		Sleepy Joe	1			—		8	Loss on Drying	≤ 12.0 %	OUTSOURCED	7,8	FARMAHEM	051-3-ГС/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0014	2026-03-04	SJ102501		Sleepy Joe	1			—		9a	TAMC	≤ 10^5 CFU/g	MISSING				OUTSOURCE
