Seq	Cultivation Batch	P-Number	Strain	Parameter	Acceptance Criterion	Result	Certificate Code	Issue Date	Issuing Institution	Drive File Link
10	HPA1024		High Pro Amnesia	Endosulfan (sum of isomers and endosulfan sulfate) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 3 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Lindan — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.6 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Aldrin and dieldrin (sum of) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.05 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	HCH (sum of α-, β-, δ- and ε) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.3 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	HCB (Hexachlorobenzene) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.1 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	DDT (total) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 1 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Heptachlor (sum of heptachlor and heptachlorepoxide) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.05 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Endrin — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.05 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Chlordane (sum of cis- and trans-) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.05 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Metoxychlor — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.05 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Cadmium — Ph. Eur. 2.4.27 / MKC EN 17853:2023	< 0.3 mg/kg	0.013 mg/kg	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Lead — Ph. Eur. 2.4.27 / MKC EN 17853:2023	< 0.5 mg/kg	0.02 mg/kg	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Mercury — Ph. Eur. 2.4.27 / MKC EN 17853:2023	< 0.1 mg/kg	0.0026 mg/kg	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Arsenic — Ph. Eur. 2.4.27 / MKC EN 17853:2023	< 0.2 mg/kg	0.017 mg/kg	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Total aerobic microbial count (TAMC) — Ph. Eur. 5.1.8, category C	<10^5, max 500 000 CFU/g	5.2·10^4 CFU/g	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Total combined yeasts/moulds count (TYMC) — Ph. Eur. 5.1.8, category C	<10^4, max 50 000 CFU/g	7·10^2 CFU/g	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Bile-tolerant gram-negative bacteria — Ph. Eur. 2.6.12	<10^CFU/g	<10 CFU/g [DATA INTEGRITY FLAG — see source]	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Escherichia coli/g	To be absent	Absent	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Salmonella/25g	To be absent	Absent	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Total Δ9-THC (Вкупно Δ9-THC, as Δ9-THC) — HPLC/DAD	min 5.00% (PP release spec)	17.31 %w/w (U 1.06 %w/w, k=2)	197-13-К/26	07.08.2026	Farmahem DOOEL — Laboratory for Environment (Лабораторија за животна средина), Skopje	https://drive.google.com/file/d/1zzMmCWQubbSkLgWnseUwK_rf_AnYysPJ/view
10	HPA1024		High Pro Amnesia	Total CBN (Вкупен CBN) — HPLC/DAD	max 1.00% (PP release spec)	0.36 %w/w (U 0.02 %w/w, k=2)	197-13-К/26	07.08.2026	Farmahem DOOEL — Laboratory for Environment (Лабораторија за животна средина), Skopje	https://drive.google.com/file/d/1zzMmCWQubbSkLgWnseUwK_rf_AnYysPJ/view
10	HPA1024		High Pro Amnesia	Total CBD (Вкупен CBD, as CBD) — HPLC/DAD	max 1.00% (PP release spec)	<LOQ %w/w	197-13-К/26	07.08.2026	Farmahem DOOEL — Laboratory for Environment (Лабораторија за животна средина), Skopje	https://drive.google.com/file/d/1zzMmCWQubbSkLgWnseUwK_rf_AnYysPJ/view
10	HPA1024		High Pro Amnesia	Aflatoxin B1	≤ 2 µg/kg (Ph.Eur. ref — confirm vs PP spec)	ND µg/kg	197-13-М/26	10.08.2026	Farmahem DOOEL — Laboratory for Environment (Лабораторија за животна средина), Skopje	https://drive.google.com/file/d/1c_wT0Ug3BML51zz1EewHzrkl85UImWWQ/view
10	HPA1024		High Pro Amnesia	Aflatoxin B2	(included in Σ aflatoxins)	ND µg/kg	197-13-М/26	10.08.2026	Farmahem DOOEL — Laboratory for Environment (Лабораторија за животна средина), Skopje	https://drive.google.com/file/d/1c_wT0Ug3BML51zz1EewHzrkl85UImWWQ/view
10	HPA1024		High Pro Amnesia	Aflatoxin G1	(included in Σ aflatoxins)	ND µg/kg	197-13-М/26	10.08.2026	Farmahem DOOEL — Laboratory for Environment (Лабораторија за животна средина), Skopje	https://drive.google.com/file/d/1c_wT0Ug3BML51zz1EewHzrkl85UImWWQ/view
10	HPA1024		High Pro Amnesia	Aflatoxin G2	(included in Σ aflatoxins)	ND µg/kg	197-13-М/26	10.08.2026	Farmahem DOOEL — Laboratory for Environment (Лабораторија за животна средина), Skopje	https://drive.google.com/file/d/1c_wT0Ug3BML51zz1EewHzrkl85UImWWQ/view
10	HPA1024		High Pro Amnesia	Sum aflatoxins B1+B2+G1+G2	≤ 4 µg/kg (Ph.Eur. ref)	ND (all four aflatoxins not detected)	197-13-М/26	10.08.2026	Farmahem DOOEL — Laboratory for Environment (Лабораторија за животна средина), Skopje	https://drive.google.com/file/d/1c_wT0Ug3BML51zz1EewHzrkl85UImWWQ/view
10	HPA1024		High Pro Amnesia	Ochratoxin A	per PP spec (confirm; Ph.Eur. ref commonly ≤ 20 µg/kg)	<LOQ µg/kg	197-13-М/26	10.08.2026	Farmahem DOOEL — Laboratory for Environment (Лабораторија за животна средина), Skopje	https://drive.google.com/file/d/1c_wT0Ug3BML51zz1EewHzrkl85UImWWQ/view
11	OPM1024		Orange Punch Mimosa	Appearance — Visual	Dark green to pale yellow or light brown to reddish-brown female inflorescence, with characteristic aromatic odour	Confirms	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	Not stated on PP in-house CoA (row unmarked, not attributed to an accredited lab)	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Identification — DAB	The retention time of each cannabinoid of the test solution corresponds to its of the standard solution	Confirms	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Foreign matter — Ph. Eur. 2.8.2	< 2.0%	Confirms	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	Not stated on PP in-house CoA (row unmarked, not attributed to an accredited lab)	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Total Δ9-tetrahydrocannabinol — DAB	18.0 – 22.0% of the labelled amount	19.96%	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Total Cannabidiol — DAB	< 1.0%	0.05%	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Cannabinol — DAB	< 1.0%	0.02%	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Total aflatoxines — Ph. Eur. 2.8.18 / Alfa test Fluorometric method	< 4 µg/kg	< 2 µg/kg	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Deltamethrin — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.5 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Chlorpyriphos-methyl — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.1 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Chlorpyriphos-ethyl — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.2 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Endosulfan (sum of isomers and endosulfan sulfate) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 3 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Lindan — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.6 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Aldrin and dieldrin (sum of) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.05 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	HCH (sum of α-, β-, δ- and ε) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.3 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	HCB (Hexachlorbenzene) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.1 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	DDT (total) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 1 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Heptachlor (sum of heptachlor and heptachlorepoxide) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.05 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Endrin — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.05 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Chlordane (sum of cis- and trans-) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.05 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Metoxychlor — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.05 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Cadmium — Ph. Eur. 2.4.27 / MKC EN 17853:2023	< 0.3 mg/kg	0.017 mg/kg	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Lead — Ph. Eur. 2.4.27 / MKC EN 17853:2023	< 0.5 mg/kg	0.031 mg/kg	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Mercury — Ph. Eur. 2.4.27 / MKC EN 17853:2023	< 0.1 mg/kg	0.005 mg/kg	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Arsenic — Ph. Eur. 2.4.27 / MKC EN 17853:2023	< 0.2 mg/kg	0.045 mg/kg	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Total aerobic microbial count (TAMC) — Ph. Eur. 5.1.8, category C	<10^5, max 500 000 CFU/g	1.3·10^4 CFU/g	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Total combined yeasts/moulds count (TYMC) — Ph. Eur. 5.1.8, category C	<10^4, max 50 000 CFU/g	7·10^2 CFU/g	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
11	OPM1024		Orange Punch Mimosa	Bile-tolerant gram-negative bacteria — Ph. Eur. 2.6.12	<10² CFU/g	<10²>10³ CFU/g [DATA INTEGRITY FLAG — see source]	n/a — Purely Plant in-house CoA (Batch OPM1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1ekMcYjkE4pdgxKw00geQ0_tIy37FF50m/view
