code	cu	p	strain	dir	series	tested	packaging	issued	conforms	path
iCoA-PP_26-023	BSS052501	P050192	Blue Sunset Sherbet	INITIAL	initial release	10.10.2025	10.10.2025	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-023_P050192_BSS_Blue_Sunset_Sherbet_Initial.html
iCoA-PP_26-024	GP062501	P050202	Grape Pie	INITIAL	initial release	30.10.2025	30.10.2025	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-024_P050202_GP_Grape_Pie_Initial.html
iCoA-PP_26-025	CJ062501/2	P050212	Cap Junky	INITIAL	initial release	18.11.2025	18.11.2025	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-025_P050212_CJ_Cap_Junky_Initial.html
iCoA-PP_26-026	CJ062501/1	P050222	Cap Junky	INITIAL	initial release	24.11.2025	24.11.2025	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-026_P050222_CJ_Cap_Junky_Initial.html
iCoA-PP_26-027	CJ072501	P050252	Cap Junky	INITIAL	initial release	27.11.2025	27.11.2025	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-027_P050252_CJ_Cap_Junky_Initial.html
iCoA-PP_26-028	WC072501	P050262	Wedding Crusher	INITIAL	initial release	01.12.2025	01.12.2025	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-028_P050262_WC_Wedding_Crusher_Initial.html
iCoA-PP_26-029	PM072501	P050272	Permanent Marker	INITIAL	initial release	02.12.2025	02.12.2025	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-029_P050272_PM_Permanent_Marker_Initial.html
iCoA-PP_26-030	CLE072501	P050282	Clemosa A Bud	INITIAL	initial release	03.12.2025	03.12.2025	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-030_P050282_CLE_Clemosa_A_Bud_Initial.html
iCoA-PP_26-031	GP072501/1	P050292	Grape Pie	INITIAL	initial release	15.12.2025	15.12.2025	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-031_P050292_GP_Grape_Pie_Initial.html
iCoA-PP_26-032	GP072501/2	P050302	Grape Pie	INITIAL	initial release	22.12.2025	22.12.2025	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-032_P050302_GP_Grape_Pie_Initial.html
iCoA-PP_26-033	GP082501/1	P050312	Grape Pie	INITIAL	initial release	23.12.2025	23.12.2025	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-033_P050312_GP_Grape_Pie_Initial.html
iCoA-PP_26-034	GP082501/2	P050322	Grape Pie	INITIAL	initial release	26.12.2025	26.12.2025	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-034_P050322_GP_Grape_Pie_Initial.html
iCoA-PP_26-035	WC082501	P060012	Wedding Crusher	INITIAL	initial release	13.01.2026	13.01.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-035_P060012_WC_Wedding_Crusher_Initial.html
iCoA-PP_26-036	CJ082501/1	P060022	Cap Junky	INITIAL	initial release	16.01.2026	16.01.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-036_P060022_CJ_Cap_Junky_Initial.html
iCoA-PP_26-037	CJ082501/2	P060032	Cap Junky	INITIAL	initial release	29.01.2026	29.01.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-037_P060032_CJ_Cap_Junky_Initial.html
iCoA-PP_26-038	OPM092501	P060042	Orange Punch Mimosa	INITIAL	initial release	29.01.2026	29.01.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-038_P060042_OPM_Orange_Punch_Mimosa_Initial.html
iCoA-PP_26-039	AB092501	P060052	Apple and Banana	INITIAL	initial release	30.01.2026	30.01.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-039_P060052_AB_Apple_and_Banana_Initial.html
iCoA-PP_26-040	PM092501	P060062	Permanent Marker	INITIAL	initial release	30.01.2026	30.01.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-040_P060062_PM_Permanent_Marker_Initial.html
iCoA-PP_26-041	CJ092501	P060072	Cap Junky	INITIAL	initial release	02.02.2026	02.02.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-041_P060072_CJ_Cap_Junky_Initial.html
iCoA-PP_26-042	SJ0925021	P060082	Sleepy Joe	INITIAL	initial release	02.02.2026	02.02.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-042_P060082_SJ_Sleepy_Joe_Initial.html
iCoA-PP_26-043	GP092501	P060092	Grape Pie	INITIAL	initial release	03.02.2026	03.02.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-043_P060092_GP_Grape_Pie_Initial.html
iCoA-PP_26-044	WED102501	P060102	Wedding Cake	INITIAL	initial release	16.02.2026	16.02.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-044_P060102_WED_Wedding_Cake_Initial.html
iCoA-PP_26-045	PUM102501	P060112	Pure Michigen	INITIAL	initial release	17.02.2026	17.02.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-045_P060112_PUM_Pure_Michigen_Initial.html
iCoA-PP_26-046	ACC102501	P060122	Amnesia Core Cut	INITIAL	initial release	18.02.2026	18.02.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-046_P060122_ACC_Amnesia_Core_Cut_Initial.html
iCoA-PP_26-047	CF102501	P060132	Chem Flyer	INITIAL	initial release	19.02.2026	19.02.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-047_P060132_CF_Chem_Flyer_Initial.html
iCoA-PP_26-048	GRC102501	P060142	Grapes And Cream	INITIAL	initial release	23.02.2026	23.02.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-048_P060142_GAC_Grapes_And_Cream_Initial.html
iCoA-PP_26-049	J31102501	P060152	Jokerz 31	INITIAL	initial release	05.03.2026	05.03.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-049_P060152_J31_Jokerz_31_Initial.html
iCoA-PP_26-050	SJ102501	P060162	Sleepy Joe	INITIAL	initial release	09.03.2026	09.03.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-050_P060162_SJ_Sleepy_Joe_Initial.html
iCoA-PP_26-051	KC102501	P060172	Kush Crasher	INITIAL	initial release	12.03.2026	12.03.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-051_P060172_KC_Kush_Crasher_Initial.html
iCoA-PP_26-052	GRC102501	P060182	Grapes And Cream	INITIAL	initial release	14.03.2026	14.03.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-052_P060182_GAC_Grapes_And_Cream_Initial.html
iCoA-PP_26-053	SJ112501	P060192	Sleepy Joe	INITIAL	initial release	31.03.2026	31.03.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-053_P060192_SJ_Sleepy_Joe_Initial.html
iCoA-PP_26-054	J31112501	P060202	Jokerz 31	INITIAL	initial release	17.04.2026	17.04.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-054_P060202_J3_Jokerz_31_Initial.html
iCoA-PP_26-055	JD112501	P060212	Jelly Donuts	INITIAL	initial release	21.04.2026	21.04.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-055_P060212_JD_Jelly_Donuts_Initial.html
iCoA-PP_26-056	OPM112501	P060222	Orange Punch Mimosa	INITIAL	initial release	24.04.2026	24.04.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-056_P060222_OPM_Orange_Punch_Mimosa_Initial.html
iCoA-PP_26-057	PM112501	P060232	Permanent Marker	INITIAL	initial release	27.04.2026	27.04.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-057_P060232_PM_Permanent_Marker_Initial.html
iCoA-PP_26-058	OPM122501	P060242	Orange Punch Mimosa	INITIAL	initial release	28.04.2026	28.04.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-058_P060242_OPM_Orange_Punch_Mimosa_Initial.html
iCoA-PP_26-059	GG112501	P060252	Gorilla Glue	INITIAL	initial release	05.05.2026	05.05.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-059_P060252_GG_Gorilla_Glue_Initial.html
iCoA-PP_26-060	J31122501	P060262	Jokerz 31	INITIAL	initial release	14.05.2026	14.05.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-060_P060262_J3_Jokerz_31_Initial.html
iCoA-PP_26-061	CC112501	P060272	Cash Cow	INITIAL	initial release	18.05.2026	18.05.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-061_P060272_CC_Cash_Cow_Initial.html
iCoA-PP_26-062	SCR112501	P060282	Scrambler	INITIAL	initial release	18.05.2026	18.05.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-062_P060282_SCR_Scrambler_Initial.html
iCoA-PP_26-063	FB112501	P060292	Fat Bastard	INITIAL	initial release	19.05.2026	19.05.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-063_P060292_FB_Fat_Bastard_Initial.html
iCoA-PP_26-064	GG012601＊	P060302	Gorilla Glue	INITIAL	initial release	20.05.2026	20.05.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-064_P060302_GG_Gorilla_Glue_Initial.html
iCoA-PP_26-065	JD012601＊	P060312	Jelly Donuts	INITIAL	initial release	21.05.2026	21.05.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-065_P060312_JD_Jelly_Donuts_Initial.html
iCoA-PP_26-066	FB012601_1	P060322	Fat Bastard	INITIAL	initial release	22.05.2026	22.05.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-066_P060322_FB_Fat_Bastard_Initial.html
iCoA-PP_26-067	CC012601/1	P060332	Cash Cow	INITIAL	initial release	22.05.2026	22.05.2026	03.06.2026	conforms	Final_Docs/xCOAs/CoX_DES/ISSUE_iCOA/INITIAL/iCoA-PP_26-067_P060332_CC_Cash_Cow_Initial.html
